,Subject,Condition,Time,Length,AUC,Percent_intrusion
95,31NLI,DecodingThink,24,1,0.4733558426306517,
96,31NLI,DecodingThink,24,2,0.5094685848502641,
97,31NLI,DecodingThink,24,3,0.49038461538461536,
98,31NLI,DecodingThink,24,4,0.5,
99,31NLI,DecodingThink,24,5,0.5,
100,31NLI,DecodingThink,25,1,0.5005137991779213,
101,31NLI,DecodingThink,25,2,0.5018349970640047,
102,31NLI,DecodingThink,25,3,0.5,
103,31NLI,DecodingThink,25,4,0.5,
104,31NLI,DecodingThink,25,5,0.5,
105,31NLI,DecodingThink,26,1,0.4773928361714621,
106,31NLI,DecodingThink,26,2,0.5162213740458015,
107,31NLI,DecodingThink,26,3,0.513285378743394,
108,31NLI,DecodingThink,26,4,0.5,
109,31NLI,DecodingThink,26,5,0.5,
110,31NLI,DecodingThink,27,1,0.49266001174398116,
111,31NLI,DecodingThink,27,2,0.5067527891955372,
112,31NLI,DecodingThink,27,3,0.4826042278332354,
113,31NLI,DecodingThink,27,4,0.49038461538461536,
114,31NLI,DecodingThink,27,5,0.49038461538461536,
115,31NLI,DecodingThink,28,1,0.492953611274222,
116,31NLI,DecodingThink,28,2,0.4516294773928361,
117,31NLI,DecodingThink,28,3,0.4980182031708749,
118,31NLI,DecodingThink,28,4,0.5,
119,31NLI,DecodingThink,28,5,0.5,
120,31NLI,DecodingThink,29,1,0.48620082207868465,
121,31NLI,DecodingThink,29,2,0.444142689371697,
122,31NLI,DecodingThink,29,3,0.5,
123,31NLI,DecodingThink,29,4,0.5,
124,31NLI,DecodingThink,29,5,0.5,
125,32CVI,DecodingThink,5,1,0.503125,
126,32CVI,DecodingThink,5,2,0.5242647058823529,
127,32CVI,DecodingThink,5,3,0.4876838235294118,
128,32CVI,DecodingThink,5,4,0.5088235294117647,
129,32CVI,DecodingThink,5,5,0.5169117647058823,
130,32CVI,DecodingThink,6,1,0.5,
131,32CVI,DecodingThink,6,2,0.5299632352941176,
132,32CVI,DecodingThink,6,3,0.5209558823529411,
133,32CVI,DecodingThink,6,4,0.6477941176470589,
134,32CVI,DecodingThink,6,5,0.5957720588235295,
135,32CVI,DecodingThink,7,1,0.50625,
136,32CVI,DecodingThink,7,2,0.3908088235294118,
137,32CVI,DecodingThink,7,3,0.4762867647058824,
138,32CVI,DecodingThink,7,4,0.5169117647058823,
139,32CVI,DecodingThink,7,5,0.496875,
140,32CVI,DecodingThink,8,1,0.41544117647058826,
141,32CVI,DecodingThink,8,2,0.4556985294117647,
142,32CVI,DecodingThink,8,3,0.5200367647058823,
143,32CVI,DecodingThink,8,4,0.5,
144,32CVI,DecodingThink,8,5,0.5,
145,32CVI,DecodingThink,9,1,0.43106617647058826,
146,32CVI,DecodingThink,9,2,0.5189338235294118,
147,32CVI,DecodingThink,9,3,0.484375,
148,32CVI,DecodingThink,9,4,0.496875,
149,32CVI,DecodingThink,9,5,0.5,
150,32CVI,DecodingThink,10,1,0.5018382352941176,
151,32CVI,DecodingThink,10,2,0.4215073529411764,
152,32CVI,DecodingThink,10,3,0.5051470588235294,
153,32CVI,DecodingThink,10,4,0.48125,
154,32CVI,DecodingThink,10,5,0.490625,
155,32CVI,DecodingThink,11,1,0.5112132352941177,
156,32CVI,DecodingThink,11,2,0.4259191176470588,
157,32CVI,DecodingThink,11,3,0.5189338235294118,
158,32CVI,DecodingThink,11,4,0.5213235294117647,
159,32CVI,DecodingThink,11,5,0.5137867647058824,
160,32CVI,DecodingThink,12,1,0.4849264705882353,
161,32CVI,DecodingThink,12,2,0.49466911764705884,
162,32CVI,DecodingThink,12,3,0.5676470588235294,
163,32CVI,DecodingThink,12,4,0.48125,
164,32CVI,DecodingThink,12,5,0.5,
165,32CVI,DecodingThink,13,1,0.48308823529411765,
166,32CVI,DecodingThink,13,2,0.47334558823529416,
167,32CVI,DecodingThink,13,3,0.5025735294117647,
168,32CVI,DecodingThink,13,4,0.5262867647058824,
169,32CVI,DecodingThink,13,5,0.5,
170,32CVI,DecodingThink,14,1,0.45238970588235294,
171,32CVI,DecodingThink,14,2,0.4470588235294118,
172,32CVI,DecodingThink,14,3,0.47316176470588234,
173,32CVI,DecodingThink,14,4,0.490625,
174,32CVI,DecodingThink,14,5,0.5,
175,32CVI,DecodingThink,15,1,0.5487132352941176,
176,32CVI,DecodingThink,15,2,0.47702205882352944,
177,32CVI,DecodingThink,15,3,0.5338235294117647,
178,32CVI,DecodingThink,15,4,0.49375,
179,32CVI,DecodingThink,15,5,0.49375,
180,32CVI,DecodingThink,16,1,0.4924632352941176,
181,32CVI,DecodingThink,16,2,0.5878676470588236,
182,32CVI,DecodingThink,16,3,0.6158088235294118,
183,32CVI,DecodingThink,16,4,0.5262867647058824,
184,32CVI,DecodingThink,16,5,0.5294117647058824,
185,32CVI,DecodingThink,17,1,0.5080882352941176,
186,32CVI,DecodingThink,17,2,0.5759191176470588,
187,32CVI,DecodingThink,17,3,0.5275735294117647,
188,32CVI,DecodingThink,17,4,0.490625,
189,32CVI,DecodingThink,17,5,0.49375,
190,32CVI,DecodingThink,18,1,0.5549632352941176,
191,32CVI,DecodingThink,18,2,0.5126838235294118,
192,32CVI,DecodingThink,18,3,0.5369485294117647,
193,32CVI,DecodingThink,18,4,0.5,
194,32CVI,DecodingThink,18,5,0.5,
195,32CVI,DecodingThink,19,1,0.5330882352941176,
196,32CVI,DecodingThink,19,2,0.6347426470588236,
197,32CVI,DecodingThink,19,3,0.5476102941176471,
198,32CVI,DecodingThink,19,4,0.5169117647058823,
199,32CVI,DecodingThink,19,5,0.49375,
200,32CVI,DecodingThink,20,1,0.515625,
201,32CVI,DecodingThink,20,2,0.5935661764705882,
202,32CVI,DecodingThink,20,3,0.5551470588235294,
203,32CVI,DecodingThink,20,4,0.5137867647058824,
204,32CVI,DecodingThink,20,5,0.5294117647058824,
205,32CVI,DecodingThink,21,1,0.5125,
206,32CVI,DecodingThink,21,2,0.5253676470588236,
207,32CVI,DecodingThink,21,3,0.5025735294117647,
208,32CVI,DecodingThink,21,4,0.5169117647058823,
209,32CVI,DecodingThink,21,5,0.49375,
210,32CVI,DecodingThink,22,1,0.5,
211,32CVI,DecodingThink,22,2,0.5224264705882353,
212,32CVI,DecodingThink,22,3,0.4408088235294118,
213,32CVI,DecodingThink,22,4,0.4931985294117647,
214,32CVI,DecodingThink,22,5,0.5213235294117647,
215,32CVI,DecodingThink,23,1,0.50625,
216,32CVI,DecodingThink,23,2,0.4860294117647058,
217,32CVI,DecodingThink,23,3,0.41507352941176473,
218,32CVI,DecodingThink,23,4,0.46875,
219,32CVI,DecodingThink,23,5,0.4875,
220,32CVI,DecodingThink,24,1,0.503125,
221,32CVI,DecodingThink,24,2,0.5167279411764706,
222,32CVI,DecodingThink,24,3,0.5064338235294118,
223,32CVI,DecodingThink,24,4,0.440625,
224,32CVI,DecodingThink,24,5,0.475,
225,32CVI,DecodingThink,25,1,0.50625,
226,32CVI,DecodingThink,25,2,0.40845588235294117,
227,32CVI,DecodingThink,25,3,0.4494485294117647,
228,32CVI,DecodingThink,25,4,0.459375,
229,32CVI,DecodingThink,25,5,0.478125,
230,32CVI,DecodingThink,26,1,0.50625,
231,32CVI,DecodingThink,26,2,0.4034926470588236,
232,32CVI,DecodingThink,26,3,0.42261029411764706,
233,32CVI,DecodingThink,26,4,0.47316176470588234,
234,32CVI,DecodingThink,26,5,0.5044117647058823,
235,32CVI,DecodingThink,27,1,0.4180147058823529,
236,32CVI,DecodingThink,27,2,0.33584558823529415,
237,32CVI,DecodingThink,27,3,0.43878676470588235,
238,32CVI,DecodingThink,27,4,0.478125,
239,32CVI,DecodingThink,27,5,0.496875,
240,32CVI,DecodingThink,28,1,0.50625,
241,32CVI,DecodingThink,28,2,0.4428308823529411,
242,32CVI,DecodingThink,28,3,0.506985294117647,
243,32CVI,DecodingThink,28,4,0.490625,
244,32CVI,DecodingThink,28,5,0.49375,
245,32CVI,DecodingThink,29,1,0.503125,
246,32CVI,DecodingThink,29,2,0.46231617647058826,
247,32CVI,DecodingThink,29,3,0.40698529411764706,
248,32CVI,DecodingThink,29,4,0.49007352941176474,
249,32CVI,DecodingThink,29,5,0.46875,
250,34LME,DecodingThink,5,1,0.5016009852216748,
251,34LME,DecodingThink,5,2,0.4860837438423646,
252,34LME,DecodingThink,5,3,0.5056650246305417,
253,34LME,DecodingThink,5,4,0.5,
254,34LME,DecodingThink,5,5,0.5,
255,34LME,DecodingThink,6,1,0.5043103448275862,
256,34LME,DecodingThink,6,2,0.5225369458128079,
257,34LME,DecodingThink,6,3,0.5296798029556651,
258,34LME,DecodingThink,6,4,0.5156403940886699,
259,34LME,DecodingThink,6,5,0.5199507389162562,
260,34LME,DecodingThink,7,1,0.5172413793103448,
261,34LME,DecodingThink,7,2,0.5508620689655173,
262,34LME,DecodingThink,7,3,0.4766009852216748,
263,34LME,DecodingThink,7,4,0.47980295566502457,
264,34LME,DecodingThink,7,5,0.5013546798029557,
265,34LME,DecodingThink,8,1,0.5002463054187192,
266,34LME,DecodingThink,8,2,0.48768472906403937,
267,34LME,DecodingThink,8,3,0.5199507389162562,
268,34LME,DecodingThink,8,4,0.5142857142857142,
269,34LME,DecodingThink,8,5,0.5,
270,34LME,DecodingThink,9,1,0.49433497536945814,
271,34LME,DecodingThink,9,2,0.525,
272,34LME,DecodingThink,9,3,0.549384236453202,
273,34LME,DecodingThink,9,4,0.5269704433497537,
274,34LME,DecodingThink,9,5,0.5385467980295566,
275,34LME,DecodingThink,10,1,0.5,
276,34LME,DecodingThink,10,2,0.5188423645320197,
277,34LME,DecodingThink,10,3,0.5327586206896553,
278,34LME,DecodingThink,10,4,0.48903940886699504,
279,34LME,DecodingThink,10,5,0.4779556650246306,
280,34LME,DecodingThink,11,1,0.521551724137931,
281,34LME,DecodingThink,11,2,0.5637931034482759,
282,34LME,DecodingThink,11,3,0.49630541871921174,
283,34LME,DecodingThink,11,4,0.5110837438423644,
284,34LME,DecodingThink,11,5,0.47980295566502457,
285,34LME,DecodingThink,12,1,0.5131773399014778,
286,34LME,DecodingThink,12,2,0.49630541871921174,
287,34LME,DecodingThink,12,3,0.46551724137931033,
288,34LME,DecodingThink,12,4,0.49137931034482757,
289,34LME,DecodingThink,12,5,0.5,
290,34LME,DecodingThink,13,1,0.49433497536945814,
291,34LME,DecodingThink,13,2,0.5055418719211823,
292,34LME,DecodingThink,13,3,0.4768472906403941,
293,34LME,DecodingThink,13,4,0.49137931034482757,
294,34LME,DecodingThink,13,5,0.5,
295,34LME,DecodingThink,14,1,0.5086206896551724,
296,34LME,DecodingThink,14,2,0.4980295566502463,
297,34LME,DecodingThink,14,3,0.4623152709359606,
298,34LME,DecodingThink,14,4,0.4811576354679803,
299,34LME,DecodingThink,14,5,0.4927339901477832,
300,34LME,DecodingThink,15,1,0.4757389162561576,
301,34LME,DecodingThink,15,2,0.475615763546798,
302,34LME,DecodingThink,15,3,0.4854679802955665,
303,34LME,DecodingThink,15,4,0.5199507389162562,
304,34LME,DecodingThink,15,5,0.5142857142857142,
305,34LME,DecodingThink,16,1,0.45578817733990146,
306,34LME,DecodingThink,16,2,0.4745073891625616,
307,34LME,DecodingThink,16,3,0.4525862068965517,
308,34LME,DecodingThink,16,4,0.4870689655172414,
309,34LME,DecodingThink,16,5,0.4956896551724138,
310,34LME,DecodingThink,17,1,0.47438423645320194,
311,34LME,DecodingThink,17,2,0.5607142857142857,
312,34LME,DecodingThink,17,3,0.5027093596059113,
313,34LME,DecodingThink,17,4,0.4870689655172414,
314,34LME,DecodingThink,17,5,0.4956896551724138,
315,34LME,DecodingThink,18,1,0.49433497536945814,
316,34LME,DecodingThink,18,2,0.5001231527093596,
317,34LME,DecodingThink,18,3,0.5113300492610837,
318,34LME,DecodingThink,18,4,0.4956896551724138,
319,34LME,DecodingThink,18,5,0.5,
320,34LME,DecodingThink,19,1,0.5129310344827587,
321,34LME,DecodingThink,19,2,0.442487684729064,
322,34LME,DecodingThink,19,3,0.47524630541871926,
323,34LME,DecodingThink,19,4,0.488423645320197,
324,34LME,DecodingThink,19,5,0.4956896551724138,
325,34LME,DecodingThink,20,1,0.5158866995073891,
326,34LME,DecodingThink,20,2,0.5120689655172415,
327,34LME,DecodingThink,20,3,0.5677339901477833,
328,34LME,DecodingThink,20,4,0.5482758620689655,
329,34LME,DecodingThink,20,5,0.5013546798029557,
330,34LME,DecodingThink,21,1,0.5172413793103448,
331,34LME,DecodingThink,21,2,0.5147783251231527,
332,34LME,DecodingThink,21,3,0.5801724137931035,
333,34LME,DecodingThink,21,4,0.5636699507389163,
334,34LME,DecodingThink,21,5,0.5383004926108375,
335,34LME,DecodingThink,22,1,0.5245073891625616,
336,34LME,DecodingThink,22,2,0.5381773399014778,
337,34LME,DecodingThink,22,3,0.48497536945812814,
338,34LME,DecodingThink,22,4,0.5011083743842365,
339,34LME,DecodingThink,22,5,0.49839901477832516,
340,34LME,DecodingThink,23,1,0.480295566502463,
341,34LME,DecodingThink,23,2,0.46908866995073895,
342,34LME,DecodingThink,23,3,0.504064039408867,
343,34LME,DecodingThink,23,4,0.4927339901477832,
344,34LME,DecodingThink,23,5,0.5013546798029557,
345,34LME,DecodingThink,24,1,0.5274630541871921,
346,34LME,DecodingThink,24,2,0.5488916256157635,
347,34LME,DecodingThink,24,3,0.5140394088669951,
348,34LME,DecodingThink,24,4,0.525615763546798,
349,34LME,DecodingThink,24,5,0.509975369458128,
350,34LME,DecodingThink,25,1,0.4746305418719212,
351,34LME,DecodingThink,25,2,0.449384236453202,
352,34LME,DecodingThink,25,3,0.4827586206896552,
353,34LME,DecodingThink,25,4,0.5,
354,34LME,DecodingThink,25,5,0.5,
355,34LME,DecodingThink,26,1,0.5245073891625616,
356,34LME,DecodingThink,26,2,0.6092364532019705,
357,34LME,DecodingThink,26,3,0.47844827586206895,
358,34LME,DecodingThink,26,4,0.5,
359,34LME,DecodingThink,26,5,0.5,
360,34LME,DecodingThink,27,1,0.4991379310344828,
361,34LME,DecodingThink,27,2,0.4639162561576355,
362,34LME,DecodingThink,27,3,0.4956896551724138,
363,34LME,DecodingThink,27,4,0.5,
364,34LME,DecodingThink,27,5,0.5,
365,34LME,DecodingThink,28,1,0.45147783251231527,
366,34LME,DecodingThink,28,2,0.5176108374384236,
367,34LME,DecodingThink,28,3,0.5156403940886699,
368,34LME,DecodingThink,28,4,0.5,
369,34LME,DecodingThink,28,5,0.5,
370,34LME,DecodingThink,29,1,0.5072660098522168,
371,34LME,DecodingThink,29,2,0.4894088669950739,
372,34LME,DecodingThink,29,3,0.4854679802955665,
373,34LME,DecodingThink,29,4,0.5056650246305417,
374,34LME,DecodingThink,29,5,0.4956896551724138,
375,35QSY,DecodingThink,5,1,0.5,
376,35QSY,DecodingThink,5,2,0.5090909090909091,
377,35QSY,DecodingThink,5,3,0.5634408602150538,
378,35QSY,DecodingThink,5,4,0.4980449657869013,
379,35QSY,DecodingThink,5,5,0.4870967741935484,
380,35QSY,DecodingThink,6,1,0.5,
381,35QSY,DecodingThink,6,2,0.47878787878787876,
382,35QSY,DecodingThink,6,3,0.549266862170088,
383,35QSY,DecodingThink,6,4,0.49902248289345064,
384,35QSY,DecodingThink,6,5,0.4967741935483871,
385,35QSY,DecodingThink,7,1,0.5032258064516129,
386,35QSY,DecodingThink,7,2,0.5817204301075269,
387,35QSY,DecodingThink,7,3,0.5154447702834799,
388,35QSY,DecodingThink,7,4,0.5054740957966763,
389,35QSY,DecodingThink,7,5,0.5151515151515151,
390,35QSY,DecodingThink,8,1,0.513880742913001,
391,35QSY,DecodingThink,8,2,0.5447702834799608,
392,35QSY,DecodingThink,8,3,0.5,
393,35QSY,DecodingThink,8,4,0.5,
394,35QSY,DecodingThink,8,5,0.5,
395,35QSY,DecodingThink,9,1,0.5235581622678397,
396,35QSY,DecodingThink,9,2,0.5115347018572824,
397,35QSY,DecodingThink,9,3,0.4806451612903226,
398,35QSY,DecodingThink,9,4,0.5,
399,35QSY,DecodingThink,9,5,0.5,
400,35QSY,DecodingThink,10,1,0.5061583577712611,
401,35QSY,DecodingThink,10,2,0.4918866080156403,
402,35QSY,DecodingThink,10,3,0.4967741935483871,
403,35QSY,DecodingThink,10,4,0.4967741935483871,
404,35QSY,DecodingThink,10,5,0.5,
405,35QSY,DecodingThink,11,1,0.5225806451612903,
406,35QSY,DecodingThink,11,2,0.589149560117302,
407,35QSY,DecodingThink,11,3,0.533822091886608,
408,35QSY,DecodingThink,11,4,0.4967741935483871,
409,35QSY,DecodingThink,11,5,0.5,
410,35QSY,DecodingThink,12,1,0.5,
411,35QSY,DecodingThink,12,2,0.5003910068426197,
412,35QSY,DecodingThink,12,3,0.5656891495601173,
413,35QSY,DecodingThink,12,4,0.5196480938416421,
414,35QSY,DecodingThink,12,5,0.4806451612903226,
415,35QSY,DecodingThink,13,1,0.5,
416,35QSY,DecodingThink,13,2,0.5171065493646139,
417,35QSY,DecodingThink,13,3,0.47565982404692086,
418,35QSY,DecodingThink,13,4,0.5254154447702835,
419,35QSY,DecodingThink,13,5,0.5109481915933529,
420,35QSY,DecodingThink,14,1,0.5,
421,35QSY,DecodingThink,14,2,0.45972629521016617,
422,35QSY,DecodingThink,14,3,0.4579667644183773,
423,35QSY,DecodingThink,14,4,0.49384164222873894,
424,35QSY,DecodingThink,14,5,0.47419354838709676,
425,35QSY,DecodingThink,15,1,0.48905180840664714,
426,35QSY,DecodingThink,15,2,0.4673509286412513,
427,35QSY,DecodingThink,15,3,0.4838709677419355,
428,35QSY,DecodingThink,15,4,0.4967741935483871,
429,35QSY,DecodingThink,15,5,0.5,
430,35QSY,DecodingThink,16,1,0.4674486803519061,
431,35QSY,DecodingThink,16,2,0.5088954056695992,
432,35QSY,DecodingThink,16,3,0.5022482893450635,
433,35QSY,DecodingThink,16,4,0.5,
434,35QSY,DecodingThink,16,5,0.5,
435,35QSY,DecodingThink,17,1,0.5129032258064516,
436,35QSY,DecodingThink,17,2,0.48826979472140764,
437,35QSY,DecodingThink,17,3,0.5109481915933529,
438,35QSY,DecodingThink,17,4,0.4967741935483871,
439,35QSY,DecodingThink,17,5,0.5,
440,35QSY,DecodingThink,18,1,0.47077223851417394,
441,35QSY,DecodingThink,18,2,0.5325513196480939,
442,35QSY,DecodingThink,18,3,0.5,
443,35QSY,DecodingThink,18,4,0.5,
444,35QSY,DecodingThink,18,5,0.5,
445,35QSY,DecodingThink,19,1,0.5161290322580645,
446,35QSY,DecodingThink,19,2,0.39276637341153475,
447,35QSY,DecodingThink,19,3,0.4819159335288367,
448,35QSY,DecodingThink,19,4,0.4935483870967742,
449,35QSY,DecodingThink,19,5,0.5,
450,35QSY,DecodingThink,20,1,0.5203323558162268,
451,35QSY,DecodingThink,20,2,0.4641251221896383,
452,35QSY,DecodingThink,20,3,0.5086999022482893,
453,35QSY,DecodingThink,20,4,0.5151515151515151,
454,35QSY,DecodingThink,20,5,0.5,
455,35QSY,DecodingThink,21,1,0.54613880742913,
456,35QSY,DecodingThink,21,2,0.5128054740957967,
457,35QSY,DecodingThink,21,3,0.49032258064516127,
458,35QSY,DecodingThink,21,4,0.5,
459,35QSY,DecodingThink,21,5,0.5,
460,35QSY,DecodingThink,22,1,0.4932551319648094,
461,35QSY,DecodingThink,22,2,0.4869990224828934,
462,35QSY,DecodingThink,22,3,0.4957966764418377,
463,35QSY,DecodingThink,22,4,0.5,
464,35QSY,DecodingThink,22,5,0.5,
465,35QSY,DecodingThink,23,1,0.5074291300097752,
466,35QSY,DecodingThink,23,2,0.48308895405669605,
467,35QSY,DecodingThink,23,3,0.47546432062561095,
468,35QSY,DecodingThink,23,4,0.4935483870967742,
469,35QSY,DecodingThink,23,5,0.4967741935483871,
470,35QSY,DecodingThink,24,1,0.46422287390029326,
471,35QSY,DecodingThink,24,2,0.45347018572825026,
472,35QSY,DecodingThink,24,3,0.47419354838709676,
473,35QSY,DecodingThink,24,4,0.5,
474,35QSY,DecodingThink,24,5,0.5,
475,35QSY,DecodingThink,25,1,0.4758553274682307,
476,35QSY,DecodingThink,25,2,0.5070381231671555,
477,35QSY,DecodingThink,25,3,0.5,
478,35QSY,DecodingThink,25,4,0.5,
479,35QSY,DecodingThink,25,5,0.5,
480,35QSY,DecodingThink,26,1,0.42854349951124143,
481,35QSY,DecodingThink,26,2,0.4935483870967742,
482,35QSY,DecodingThink,26,3,0.5,
483,35QSY,DecodingThink,26,4,0.5,
484,35QSY,DecodingThink,26,5,0.5,
485,35QSY,DecodingThink,27,1,0.4826001955034213,
486,35QSY,DecodingThink,27,2,0.4773216031280547,
487,35QSY,DecodingThink,27,3,0.4870967741935484,
488,35QSY,DecodingThink,27,4,0.5,
489,35QSY,DecodingThink,27,5,0.5,
490,35QSY,DecodingThink,28,1,0.4542521994134898,
491,35QSY,DecodingThink,28,2,0.49384164222873894,
492,35QSY,DecodingThink,28,3,0.5,
493,35QSY,DecodingThink,28,4,0.5,
494,35QSY,DecodingThink,28,5,0.5,
495,35QSY,DecodingThink,29,1,0.48484848484848486,
496,35QSY,DecodingThink,29,2,0.4946236559139785,
497,35QSY,DecodingThink,29,3,0.5244379276637341,
498,35QSY,DecodingThink,29,4,0.5173998044965786,
499,35QSY,DecodingThink,29,5,0.5,
500,36LSA,DecodingThink,5,1,0.5020022883295194,
501,36LSA,DecodingThink,5,2,0.5602116704805492,
502,36LSA,DecodingThink,5,3,0.5486270022883295,
503,36LSA,DecodingThink,5,4,0.5012871853546911,
504,36LSA,DecodingThink,5,5,0.4848398169336384,
505,36LSA,DecodingThink,6,1,0.46581807780320367,
506,36LSA,DecodingThink,6,2,0.5102974828375286,
507,36LSA,DecodingThink,6,3,0.5263157894736842,
508,36LSA,DecodingThink,6,4,0.5032894736842105,
509,36LSA,DecodingThink,6,5,0.5032894736842105,
510,36LSA,DecodingThink,7,1,0.5237414187643021,
511,36LSA,DecodingThink,7,2,0.5753718535469108,
512,36LSA,DecodingThink,7,3,0.5670766590389016,
513,36LSA,DecodingThink,7,4,0.5263157894736842,
514,36LSA,DecodingThink,7,5,0.5032894736842105,
515,36LSA,DecodingThink,8,1,0.5151601830663616,
516,36LSA,DecodingThink,8,2,0.5903890160183066,
517,36LSA,DecodingThink,8,3,0.4958524027459954,
518,36LSA,DecodingThink,8,4,0.5473398169336384,
519,36LSA,DecodingThink,8,5,0.5177345537757437,
520,36LSA,DecodingThink,9,1,0.5368993135011442,
521,36LSA,DecodingThink,9,2,0.540903890160183,
522,36LSA,DecodingThink,9,3,0.6004004576659039,
523,36LSA,DecodingThink,9,4,0.5544908466819223,
